report_date,bond,bond_yield,years_to_maturity
2023-04-28,R2053,11.85,29.924709103353862
2023-04-28,ZARGB2,8.834,2.0
2023-04-28,ZARGB30,11.839,30.0
2023-04-28,ZARGB3,8.826,3.0
2023-04-28,SATB9M,8.96,0.75
2023-04-28,SATB6M,8.73,0.5
2023-04-28,SATB3M,8.11,0.25
2023-04-28,REPO,7.75,0.0
2023-04-28,ZARGB25,11.913,25.0
2023-04-28,ZARGB20,11.867,20.0
2023-04-28,ZARGB15,11.733,15.0
2023-04-28,ZARGB10,11.05,10.0
2023-04-28,ZARGB5,9.402,5.0
2023-04-27,R2044,11.935,20.76386036960985
2023-04-27,SATB12M,8.593,1.0
2023-04-27,R186,8.82,3.652292950034223
2023-04-27,R2030,10.195,6.765229295003422
2023-04-27,R213,10.62,7.841204654346338
2023-04-27,R2032,10.89,8.928131416837783
2023-04-27,R2035,11.4,11.841204654346338
2023-04-27,R209,11.44,12.928131416837784
2023-04-27,R2037,11.68,13.765913757700206
2023-04-27,R2040,11.88,16.763860369609855
2023-04-27,R214,11.77,17.842573579739906
2023-04-27,R2053,11.9,29.927446954141
2023-04-27,R2048,11.89,24.84052019164956
2023-04-27,ZARGB10,11.076,10.0
2023-04-27,ZARGB25,11.934,25.0
2023-04-27,ZARGB20,11.891,20.0
2023-04-27,ZARGB15,11.762,15.0
2023-04-27,ZARGB30,11.89,30.0
2023-04-27,ZARGB5,9.414,5.0
2023-04-27,ZARGB3,8.764,3.0
2023-04-27,ZARGB2,8.679,2.0
2023-04-26,R2044,11.935,20.76659822039699
2023-04-26,R186,8.82,3.655030800821356
2023-04-26,R2030,10.195,6.767967145790554
2023-04-26,R213,10.62,7.84394250513347
2023-04-26,R2032,10.89,8.930869267624914
2023-04-26,R2035,11.4,11.84394250513347
2023-04-26,R209,11.44,12.930869267624914
2023-04-26,R2037,11.68,13.768651608487335
2023-04-26,R2040,11.88,16.76659822039699
2023-04-26,R214,11.77,17.845311430527037
2023-04-26,SATB12M,8.593,1.0
2023-04-26,R2048,11.89,24.843258042436688
2023-04-26,ZARGB15,11.761,15.0
2023-04-26,ZARGB30,11.89,30.0
2023-04-26,ZARGB25,11.934,25.0
2023-04-26,ZARGB20,11.891,20.0
2023-04-26,R2053,11.9,29.93018480492813
2023-04-26,ZARGB10,11.076,10.0
2023-04-26,ZARGB5,9.413,5.0
2023-04-26,ZARGB3,8.764,3.0
2023-04-26,ZARGB2,8.678,2.0
2023-04-25,R214,11.795,17.848049281314168
2023-04-25,SATB12M,8.593,1.0
2023-04-25,R186,8.82,3.657768651608488
2023-04-25,R2030,10.2,6.770704996577686
2023-04-25,R213,10.615,7.846680355920602
2023-04-25,R2032,10.89,8.933607118412047
2023-04-25,R2035,11.4,11.846680355920602
2023-04-25,R209,11.445,12.933607118412048
2023-04-25,R2037,11.685,13.77138945927447
2023-04-25,R2040,11.91,16.76933607118412
2023-04-25,R2044,11.955,20.76933607118412
2023-04-25,ZARGB30,11.915,30.0
2023-04-25,R2053,11.91,29.932922655715263
2023-04-25,ZARGB2,8.678,2.0
2023-04-25,ZARGB3,8.764,3.0
2023-04-25,ZARGB5,9.414,5.0
2023-04-25,ZARGB10,11.075,10.0
2023-04-25,ZARGB15,11.776,15.0
2023-04-25,ZARGB20,11.912,20.0
2023-04-25,ZARGB25,11.954,25.0
2023-04-25,R2048,11.915,24.84599589322382
2023-04-24,R2032,10.86,8.936344969199178
2023-04-24,R2040,11.92,16.772073921971252
2023-04-24,R2037,11.675,13.7741273100616
2023-04-24,R209,11.44,12.936344969199178
2023-04-24,R2035,11.39,11.849418206707734
2023-04-24,R2044,11.985,20.77207392197125
2023-04-24,R213,10.59,7.8494182067077345
2023-04-24,R2030,10.17,6.7734428473648185
2023-04-24,R186,8.84,3.66050650239562
2023-04-24,SATB12M,8.593,1.0
2023-04-24,R214,11.795,17.8507871321013
2023-04-24,ZARGB30,11.94,30.0
2023-04-24,R2048,11.94,24.84873374401095
2023-04-24,ZARGB2,8.686,2.0
2023-04-24,ZARGB3,8.779,3.0
2023-04-24,ZARGB5,9.411,5.0
2023-04-24,ZARGB10,11.052,10.0
2023-04-24,ZARGB15,11.774,15.0
2023-04-24,ZARGB20,11.934,20.0
2023-04-24,ZARGB25,11.984,25.0
2023-04-24,R2053,11.94,29.935660506502398
2023-04-21,R2035,11.32,11.85763175906913
2023-04-21,R2044,11.925,20.78028747433265
2023-04-21,R214,11.735,17.859000684462696
2023-04-21,R2040,11.855,16.78028747433265
2023-04-21,R2037,11.61,13.782340862422998
2023-04-21,R209,11.38,12.944558521560577
2023-04-21,R186,8.787,3.668720054757016
2023-04-21,R2032,10.78,8.944558521560575
2023-04-21,R213,10.525,7.857631759069131
2023-04-21,R2030,10.115,6.781656399726215
2023-04-21,SATB12M,8.593,1.0
2023-04-21,R2053,11.885,29.94387405886379
2023-04-21,R2048,11.88,24.856947296372347
2023-04-21,REPO,7.75,0.0
2023-04-21,ZARGB2,8.666,2.0
2023-04-21,ZARGB25,11.924,25.0
2023-04-21,SATB9M,8.85,0.75
2023-04-21,SATB6M,8.74,0.5
2023-04-21,SATB3M,8.0,0.25
2023-04-21,ZARGB30,11.88,30.0
2023-04-21,ZARGB3,8.738,3.0
2023-04-21,ZARGB20,11.873,20.0
2023-04-21,ZARGB15,11.709,15.0
2023-04-21,ZARGB10,10.974,10.0
2023-04-21,ZARGB5,9.353,5.0
2023-04-20,R2044,11.885,20.78302532511978
2023-04-20,SATB12M,8.434,1.0
2023-04-20,R186,8.75,3.671457905544148
2023-04-20,R2030,10.055,6.784394250513347
2023-04-20,R213,10.48,7.860369609856263
2023-04-20,R2032,10.74,8.947296372347708
2023-04-20,R2035,11.3,11.860369609856264
2023-04-20,R209,11.345,12.947296372347708
2023-04-20,R2037,11.58,13.78507871321013
2023-04-20,R2040,11.82,16.78302532511978
2023-04-20,R214,11.695,17.861738535249827
2023-04-20,R2048,11.835,24.85968514715948
2023-04-20,ZARGB30,11.835,30.0
2023-04-20,ZARGB2,8.552,2.0
2023-04-20,ZARGB3,8.67,3.0
2023-04-20,ZARGB5,9.306,5.0
2023-04-20,ZARGB10,10.941,10.0
2023-04-20,ZARGB15,11.676,15.0
2023-04-20,ZARGB20,11.833,20.0
2023-04-20,ZARGB25,11.884,25.0
2023-04-20,R2053,11.85,29.94661190965092
2023-04-19,R2035,11.34,11.863107460643397
2023-04-19,R2040,11.88,16.78576317590691
2023-04-19,R2037,11.635,13.787816563997264
2023-04-19,R209,11.395,12.95003422313484
2023-04-19,R2044,11.94,20.78576317590691
2023-04-19,R2032,10.78,8.950034223134839
2023-04-19,R213,10.525,7.863107460643395
2023-04-19,R2030,10.1,6.787132101300479
2023-04-19,R186,8.8,3.67419575633128
2023-04-19,R214,11.745,17.864476386036962
2023-04-19,SATB12M,8.434,1.0
2023-04-19,R2048,11.89,24.862422997946613
2023-04-19,ZARGB15,11.733,15.0
2023-04-19,ZARGB30,11.89,30.0
2023-04-19,ZARGB25,11.939,25.0
2023-04-19,ZARGB20,11.887,20.0
2023-04-19,R2053,11.89,29.949349760438057
2023-04-19,ZARGB10,10.981,10.0
2023-04-19,ZARGB5,9.352,5.0
2023-04-19,ZARGB3,8.707,3.0
2023-04-19,ZARGB2,8.571,2.0
2023-04-18,R214,11.715,17.867214236824093
2023-04-18,SATB12M,8.434,1.0
2023-04-18,R186,8.71,3.676933607118412
2023-04-18,R2030,10.035,6.789869952087611
2023-04-18,R213,10.455,7.865845311430527
2023-04-18,R2032,10.72,8.952772073921972
2023-04-18,R2035,11.31,11.865845311430528
2023-04-18,R209,11.36,12.952772073921972
2023-04-18,R2037,11.6,13.790554414784394
2023-04-18,R2040,11.85,16.788501026694046
2023-04-18,R2044,11.925,20.78850102669405
2023-04-18,ZARGB30,11.88,30.0
2023-04-18,R2053,11.87,29.95208761122519
2023-04-18,ZARGB2,8.537,2.0
2023-04-18,ZARGB3,8.64,3.0
2023-04-18,ZARGB5,9.272,5.0
2023-04-18,ZARGB10,10.931,10.0
2023-04-18,ZARGB15,11.7,15.0
2023-04-18,ZARGB20,11.867,20.0
2023-04-18,ZARGB25,11.924,25.0
2023-04-18,R2048,11.88,24.865160848733744
2023-04-17,R2032,10.75,8.955509924709103
2023-04-17,R2040,11.88,16.791238877481177
2023-04-17,R2037,11.64,13.793292265571528
2023-04-17,R209,11.395,12.955509924709103
2023-04-17,R2035,11.34,11.86858316221766
2023-04-17,R2044,11.965,20.791238877481177
2023-04-17,R213,10.475,7.868583162217659
2023-04-17,R2030,10.05,6.792607802874743
2023-04-17,R186,8.7,3.679671457905544
2023-04-17,SATB12M,8.434,1.0
2023-04-17,R214,11.755,17.869952087611225
2023-04-17,ZARGB30,11.91,30.0
2023-04-17,R2048,11.91,24.867898699520875
2023-04-17,ZARGB2,8.533,2.0
2023-04-17,ZARGB3,8.632,3.0
2023-04-17,ZARGB5,9.271,5.0
2023-04-17,ZARGB10,10.96,10.0
2023-04-17,ZARGB15,11.736,15.0
2023-04-17,ZARGB20,11.907,20.0
2023-04-17,ZARGB25,11.964,25.0
2023-04-17,R2053,11.88,29.95482546201232
2023-04-14,R2035,11.23,11.876796714579056
2023-04-14,R214,11.64,17.87816563997262
2023-04-14,R2040,11.765,16.799452429842574
2023-04-14,R2037,11.53,13.801505817932922
2023-04-14,R209,11.285,12.9637234770705
2023-04-14,SATB12M,8.434,1.0
2023-04-14,R2032,10.63,8.9637234770705
2023-04-14,R213,10.365,7.876796714579055
2023-04-14,R2030,9.93,6.80082135523614
2023-04-14,R186,8.57,3.68788501026694
2023-04-14,R2053,11.8,29.96303901437372
2023-04-14,R2044,11.85,20.79945242984257
2023-04-14,R2048,11.81,24.876112251882272
2023-04-14,ZARGB2,8.485,2.0
2023-04-14,ZARGB25,11.849,25.0
2023-04-14,REPO,7.75,0.0
2023-04-14,SATB6M,8.61,0.5
2023-04-14,SATB3M,7.93,0.25
2023-04-14,ZARGB30,11.81,30.0
2023-04-14,SATB9M,8.69,0.75
2023-04-14,ZARGB20,11.792,20.0
2023-04-14,ZARGB15,11.623,15.0
2023-04-14,ZARGB10,10.842,10.0
2023-04-14,ZARGB5,9.142,5.0
2023-04-14,ZARGB3,8.535,3.0
2023-04-13,R2044,11.765,20.802190280629706
2023-04-13,SATB12M,8.4,1.0
2023-04-13,R2030,9.855,6.803559206023272
2023-04-13,R213,10.285,7.879534565366187
2023-04-13,R2032,10.55,8.966461327857632
2023-04-13,R2035,11.16,11.879534565366187
2023-04-13,R209,11.205,12.966461327857632
2023-04-13,R2037,11.45,13.804243668720057
2023-04-13,R2040,11.68,16.802190280629706
2023-04-13,R214,11.565,17.880903490759753
2023-04-13,R186,8.505,3.690622861054072
2023-04-13,R2048,11.73,24.878850102669404
2023-04-13,ZARGB15,11.541,15.0
2023-04-13,R2053,11.72,29.965776865160848
2023-04-13,ZARGB25,11.764,25.0
2023-04-13,ZARGB20,11.709,20.0
2023-04-13,ZARGB30,11.73,30.0
2023-04-13,ZARGB10,10.765,10.0
2023-04-13,ZARGB5,9.071,5.0
2023-04-13,ZARGB3,8.478,3.0
2023-04-13,ZARGB2,8.439,2.0
2023-04-12,SATB12M,8.4,1.0
2023-04-12,R186,8.495,3.693360711841205
2023-04-12,R2030,9.89,6.806297056810404
2023-04-12,R213,10.32,7.882272416153319
2023-04-12,R2032,10.59,8.969199178644764
2023-04-12,R2035,11.27,11.88227241615332
2023-04-12,R209,11.305,12.969199178644764
2023-04-12,R2037,11.545,13.806981519507186
2023-04-12,R2040,11.79,16.804928131416837
2023-04-12,R214,11.665,17.883641341546884
2023-04-12,R2044,11.86,20.80492813141684
2023-04-12,R2048,11.825,24.88158795345654
2023-04-12,ZARGB2,8.435,2.0
2023-04-12,ZARGB3,8.47,3.0
2023-04-12,ZARGB5,9.079,5.0
2023-04-12,ZARGB10,10.829,10.0
2023-04-12,ZARGB15,11.642,15.0
2023-04-12,ZARGB20,11.805,20.0
2023-04-12,ZARGB25,11.859,25.0
2023-04-12,ZARGB30,11.825,30.0
2023-04-12,R2053,11.81,29.968514715947983
2023-04-11,R2032,10.62,8.971937029431896
2023-04-11,R2040,11.8,16.80766598220397
2023-04-11,R2037,11.555,13.80971937029432
2023-04-11,R209,11.315,12.971937029431896
2023-04-11,R2035,11.29,11.885010266940451
2023-04-11,R2044,11.87,20.80766598220397
2023-04-11,R213,10.34,7.885010266940451
2023-04-11,R2030,9.91,6.809034907597536
2023-04-11,R186,8.5,3.696098562628337
2023-04-11,SATB12M,8.4,1.0
2023-04-11,R214,11.67,17.88637919233402
2023-04-11,ZARGB30,11.83,30.0
2023-04-11,R2048,11.83,24.88432580424367
2023-04-11,ZARGB2,8.437,2.0
2023-04-11,ZARGB3,8.474,3.0
2023-04-11,ZARGB5,9.089,5.0
2023-04-11,ZARGB10,10.855,10.0
2023-04-11,ZARGB15,11.651,15.0
2023-04-11,ZARGB20,11.814,20.0
2023-04-11,ZARGB25,11.869,25.0
2023-04-11,R2053,11.72,29.971252566735117
2023-04-10,R2032,10.52,8.974674880219029
2023-04-10,R2037,11.435,13.81245722108145
2023-04-10,R209,11.2,12.974674880219029
2023-04-10,R2035,11.17,11.887748117727584
2023-04-10,SATB12M,8.4,1.0
2023-04-10,R213,10.24,7.887748117727583
2023-04-10,R2030,9.82,6.811772758384668
2023-04-10,R186,8.425,3.698836413415469
2023-04-10,R2044,11.74,20.810403832991103
2023-04-10,R214,11.54,17.88911704312115
2023-04-10,R2040,11.67,16.810403832991103
2023-04-10,R2048,11.7,24.8870636550308
2023-04-10,ZARGB15,11.527,15.0
2023-04-10,R2053,11.66,29.973990417522245
2023-04-10,ZARGB30,11.7,30.0
2023-04-10,ZARGB20,11.684,20.0
2023-04-10,ZARGB25,11.739,25.0
2023-04-10,ZARGB10,10.747,10.0
2023-04-10,ZARGB5,9.007,5.0
2023-04-10,ZARGB3,8.419,3.0
2023-04-10,ZARGB2,8.409,2.0
2023-04-07,R2037,11.435,13.820670773442847
2023-04-07,SATB12M,8.4,1.0
2023-04-07,R2053,11.66,29.98220396988364
2023-04-07,R2048,11.7,24.8952772073922
2023-04-07,R2044,11.74,20.8186173853525
2023-04-07,R214,11.54,17.897330595482547
2023-04-07,R2040,11.67,16.8186173853525
2023-04-07,R2030,9.82,6.8199863107460645
2023-04-07,R209,11.2,12.982888432580424
2023-04-07,R2035,11.17,11.89596167008898
2023-04-07,R2032,10.52,8.982888432580424
2023-04-07,R213,10.24,7.895961670088979
2023-04-07,R186,8.425,3.707049965776865
2023-04-07,ZARGB3,8.418,3.0
2023-04-07,ZARGB2,8.409,2.0
2023-04-07,ZARGB15,11.527,15.0
2023-04-07,ZARGB5,9.003,5.0
2023-04-07,ZARGB10,10.745,10.0
2023-04-07,REPO,7.75,0.0
2023-04-07,SATB9M,8.59,0.75
2023-04-07,SATB3M,7.91,0.25
2023-04-07,SATB6M,8.45,0.5
2023-04-07,ZARGB30,11.7,30.0
2023-04-07,ZARGB25,11.739,25.0
2023-04-07,ZARGB20,11.683,20.0
2023-04-06,R186,8.425,3.709787816563997
2023-04-06,R2030,9.82,6.822724161533197
2023-04-06,R213,10.24,7.898699520876113
2023-04-06,SATB12M,8.4,1.0
2023-04-06,R2053,11.66,29.984941820670773
2023-04-06,R2032,10.52,8.985626283367557
2023-04-06,R2035,11.17,11.898699520876113
2023-04-06,R209,11.2,12.985626283367557
2023-04-06,R2037,11.435,13.82340862422998
2023-04-06,R2040,11.67,16.82135523613963
2023-04-06,R214,11.54,17.900068446269678
2023-04-06,R2044,11.74,20.82135523613963
2023-04-06,R2048,11.7,24.89801505817933
2023-04-06,ZARGB2,8.409,2.0
2023-04-06,SATB6M,8.45,0.5
2023-04-06,ZARGB5,9.002,5.0
2023-04-06,ZARGB10,10.745,10.0
2023-04-06,ZARGB15,11.526,15.0
2023-04-06,ZARGB20,11.683,20.0
2023-04-06,ZARGB25,11.739,25.0
2023-04-06,ZARGB30,11.7,30.0
2023-04-06,REPO,7.75,0.0
2023-04-06,SATB9M,8.59,0.75
2023-04-06,ZARGB3,8.418,3.0
2023-04-06,SATB3M,7.91,0.25
2023-04-05,R2035,11.09,11.901437371663244
2023-04-05,R214,11.45,17.90280629705681
2023-04-05,R2040,11.6,16.824093086926762
2023-04-05,R2037,11.37,13.826146475017111
2023-04-05,R209,11.115,12.988364134154688
2023-04-05,R2048,11.61,24.90075290896646
2023-04-05,R2032,10.42,8.988364134154688
2023-04-05,R213,10.16,7.901437371663245
2023-04-05,R2030,9.755,6.825462012320329
2023-04-05,SATB12M,8.389,1.0
2023-04-05,R2044,11.65,20.82409308692676
2023-04-05,R186,8.375,3.712525667351129
2023-04-05,R2053,11.64,29.987679671457904
2023-04-05,ZARGB3,8.379,3.0
2023-04-05,ZARGB5,8.944,5.0
2023-04-05,ZARGB10,10.651,10.0
2023-04-05,ZARGB15,11.459,15.0
2023-04-05,ZARGB20,11.593,20.0
2023-04-05,ZARGB25,11.649,25.0
2023-04-05,ZARGB30,11.61,30.0
2023-04-05,ZARGB2,8.384,2.0
2023-04-04,R2032,10.5,8.991101984941821
2023-04-04,R2040,11.57,16.826830937713893
2023-04-04,R2037,11.37,13.828884325804244
2023-04-04,R209,11.13,12.99110198494182
2023-04-04,R2035,11.12,11.904175222450377
2023-04-04,SATB12M,8.389,1.0
2023-04-04,R213,10.255,7.904175222450377
2023-04-04,R2030,9.85,6.828199863107461
2023-04-04,R186,8.49,3.715263518138261
2023-04-04,R2044,11.645,20.826830937713893
2023-04-04,R214,11.425,17.905544147843944
2023-04-04,R2048,11.615,24.903490759753595
2023-04-04,ZARGB2,8.426,2.0
2023-04-04,ZARGB3,8.463,3.0
2023-04-04,ZARGB5,9.05,5.0
2023-04-04,ZARGB10,10.713,10.0
2023-04-04,ZARGB15,11.447,15.0
2023-04-04,ZARGB20,11.582,20.0
2023-04-04,ZARGB25,11.645,25.0
2023-04-04,ZARGB30,11.615,30.0
2023-04-04,R2053,11.64,29.99041752224504
2023-04-03,R2044,11.67,20.829568788501028
2023-04-03,R2035,11.08,11.906913073237508
2023-04-03,R2040,11.56,16.829568788501028
2023-04-03,R2037,11.345,13.831622176591376
2023-04-03,R209,11.105,12.993839835728952
2023-04-03,R186,8.46,3.7180013689253935
2023-04-03,R2032,10.49,8.993839835728952
2023-04-03,R213,10.245,7.906913073237509
2023-04-03,R2030,9.85,6.830937713894593
2023-04-03,SATB12M,8.389,1.0
2023-04-03,R214,11.43,17.908281998631075
2023-04-03,ZARGB30,11.635,30.0
2023-04-03,R2048,11.635,24.90622861054073
2023-04-03,ZARGB2,8.415,2.0
2023-04-03,ZARGB3,8.441,3.0
2023-04-03,ZARGB5,9.031,5.0
2023-04-03,ZARGB10,10.692,10.0
2023-04-03,ZARGB15,11.428,15.0
2023-04-03,ZARGB20,11.601,20.0
2023-04-03,ZARGB25,11.669,25.0
2023-04-03,R2053,11.64,29.99315537303217
2023-03-31,R209,11.07,13.00205338809035
2023-03-31,R2044,11.64,20.83778234086242
2023-03-31,SATB12M,8.389,1.0
2023-03-31,R214,11.395,17.916495550992472
2023-03-31,R2040,11.53,16.83778234086242
2023-03-31,R2037,11.315,13.839835728952773
2023-03-31,R2030,9.815,6.839151266255989
2023-03-31,R2035,11.04,11.915126625598903
2023-03-31,R2032,10.46,9.00205338809035
2023-03-31,R213,10.22,7.915126625598905
2023-03-31,ZARGB2,8.4,2.0
2023-03-31,R186,8.42,3.7262149212867897
2023-03-31,R2048,11.61,24.914442162902123
2023-03-31,ZARGB10,10.657,10.0
2023-03-31,ZARGB3,8.412,3.0
2023-03-31,SATB3M,7.48,0.25
2023-03-31,R2053,11.66,30.001368925393567
2023-03-31,REPO,7.75,0.0
2023-03-31,SATB9M,8.44,0.75
2023-03-31,SATB6M,8.35,0.5
2023-03-31,ZARGB5,8.989,5.0
2023-03-31,ZARGB30,11.573,30.0
2023-03-31,ZARGB25,11.609,25.0
2023-03-31,ZARGB20,11.569,20.0
2023-03-31,ZARGB15,11.397,15.0
2023-03-30,R214,11.505,17.919233401779604
2023-03-30,SATB12M,7.871,1.0
2023-03-30,R186,8.45,3.728952772073922
2023-03-30,R2030,9.915,6.841889117043121
2023-03-30,R213,10.33,7.917864476386037
2023-03-30,R2032,10.59,9.00479123887748
2023-03-30,R2035,11.15,11.917864476386036
2023-03-30,R209,11.185,13.00479123887748
2023-03-30,R2037,11.425,13.842573579739904
2023-03-30,R2040,11.65,16.840520191649556
2023-03-30,R2048,11.725,24.91718001368925
2023-03-30,R2044,11.775,20.84052019164956
2023-03-30,ZARGB10,10.78,10.0
2023-03-30,ZARGB25,11.724,25.0
2023-03-30,ZARGB20,11.696,20.0
2023-03-30,ZARGB15,11.511,15.0
2023-03-30,ZARGB30,11.663,30.0
2023-03-30,ZARGB5,9.047,5.0
2023-03-30,ZARGB3,8.295,3.0
2023-03-30,ZARGB2,8.083,2.0
2023-03-29,R2044,11.85,20.843258042436688
2023-03-29,R186,8.29,3.7316906228610542
2023-03-29,R2030,9.805,6.844626967830253
2023-03-29,R213,10.275,7.920602327173169
2023-03-29,R2032,10.52,9.007529089664612
2023-03-29,R2035,11.21,11.92060232717317
2023-03-29,R209,11.235,13.007529089664612
2023-03-29,R2037,11.48,13.845311430527037
2023-03-29,R2040,11.74,16.843258042436688
2023-03-29,R214,11.59,17.921971252566735
2023-03-29,SATB12M,7.871,1.0
2023-03-29,R2048,11.815,24.919917864476385
2023-03-29,ZARGB15,11.579,15.0
2023-03-29,ZARGB30,11.772,30.0
2023-03-29,ZARGB25,11.814,25.0
2023-03-29,ZARGB20,11.774,20.0
2023-03-29,ZARGB2,8.024,2.0
2023-03-29,ZARGB10,10.753,10.0
2023-03-29,ZARGB5,8.906,5.0
2023-03-29,ZARGB3,8.177,3.0
2023-03-28,R214,11.57,17.924709103353866
2023-03-28,SATB12M,7.871,1.0
2023-03-28,R186,8.36,3.7344284736481854
2023-03-28,R2030,9.89,6.847364818617385
2023-03-28,R213,10.355,7.923340177960301
2023-03-28,R2032,10.6,9.010266940451745
2023-03-28,R2035,11.24,11.9233401779603
2023-03-28,R209,11.265,13.010266940451745
2023-03-28,R2037,11.52,13.848049281314168
2023-03-28,R2040,11.72,16.84599589322382
2023-03-28,R2044,11.82,20.84599589322382
2023-03-28,ZARGB30,11.596,30.0
2023-03-28,ZARGB2,8.05,2.0
2023-03-28,ZARGB3,8.228,3.0
2023-03-28,ZARGB5,8.98,5.0
2023-03-28,ZARGB10,10.816,10.0
2023-03-28,ZARGB15,11.596,15.0
2023-03-28,ZARGB20,11.746,20.0
2023-03-28,ZARGB25,11.719,25.0
2023-03-28,R2048,11.72,24.92265571526352
2023-03-27,R2032,10.59,9.013004791238878
2023-03-27,R2037,11.52,13.8507871321013
2023-03-27,R209,11.265,13.013004791238878
2023-03-27,R2035,11.23,11.926078028747432
2023-03-27,R214,11.575,17.927446954141
2023-03-27,R213,10.36,7.926078028747433
2023-03-27,R2030,9.91,6.850102669404517
2023-03-27,R186,8.325,3.7371663244353184
2023-03-27,SATB12M,7.871,1.0
2023-03-27,R2040,11.73,16.84873374401095
2023-03-27,ZARGB30,11.584,30.0
2023-03-27,R2044,11.83,20.84873374401095
2023-03-27,ZARGB2,8.037,2.0
2023-03-27,ZARGB3,8.202,3.0
2023-03-27,ZARGB5,8.966,5.0
2023-03-27,ZARGB10,10.805,10.0
2023-03-27,ZARGB15,11.6,15.0
2023-03-27,ZARGB20,11.755,20.0
2023-03-27,ZARGB25,11.718,25.0
2023-03-27,R2048,11.72,24.92539356605065
2023-03-24,R2035,11.205,11.93429158110883
2023-03-24,R214,11.545,17.935660506502394
2023-03-24,R2040,11.69,16.856947296372347
2023-03-24,R2037,11.5,13.859000684462696
2023-03-24,R209,11.25,13.021218343600276
2023-03-24,R186,8.325,3.7453798767967146
2023-03-24,R2032,10.58,9.021218343600276
2023-03-24,R213,10.35,7.934291581108829
2023-03-24,R2030,9.925,6.8583162217659135
2023-03-24,SATB12M,7.871,1.0
2023-03-24,R2048,11.67,24.933607118412045
2023-03-24,R2044,11.81,20.856947296372347
2023-03-24,SATB9M,8.08,0.75
2023-03-24,ZARGB2,8.036,2.0
2023-03-24,ZARGB25,11.668,25.0
2023-03-24,ZARGB3,8.201,3.0
2023-03-24,SATB6M,8.04,0.5
2023-03-24,SATB3M,7.31,0.25
2023-03-24,ZARGB30,11.497,30.0
2023-03-24,REPO,7.25,0.0
2023-03-24,ZARGB20,11.731,20.0
2023-03-24,ZARGB15,11.572,15.0
2023-03-24,ZARGB10,10.789,10.0
2023-03-24,ZARGB5,8.968,5.0
2023-03-23,R214,11.465,17.93839835728953
2023-03-23,SATB12M,7.837,1.0
2023-03-23,R186,8.355,3.748117727583847
2023-03-23,R2030,9.95,6.861054072553046
2023-03-23,R213,10.335,7.9370294318959616
2023-03-23,R2032,10.56,9.023956194387406
2023-03-23,R2035,11.14,11.937029431895962
2023-03-23,R209,11.185,13.023956194387406
2023-03-23,R2037,11.435,13.86173853524983
2023-03-23,R2040,11.62,16.859685147159478
2023-03-23,R2048,11.595,24.93634496919918
2023-03-23,R2044,11.73,20.85968514715948
2023-03-23,ZARGB10,10.753,10.0
2023-03-23,ZARGB25,11.593,25.0
2023-03-23,ZARGB20,11.651,20.0
2023-03-23,ZARGB15,11.505,15.0
2023-03-23,ZARGB30,11.428,30.0
2023-03-23,ZARGB5,8.995,5.0
2023-03-23,ZARGB3,8.214,3.0
2023-03-23,ZARGB2,8.025,2.0
2023-03-22,R2044,11.745,20.862422997946613
2023-03-22,R186,8.37,3.7508555783709783
2023-03-22,R2030,9.98,6.863791923340178
2023-03-22,R213,10.36,7.939767282683094
2023-03-22,R2032,10.59,9.02669404517454
2023-03-22,R2035,11.17,11.939767282683096
2023-03-22,R209,11.205,13.02669404517454
2023-03-22,R2037,11.45,13.86447638603696
2023-03-22,R2040,11.63,16.862422997946613
2023-03-22,R214,11.48,17.94113620807666
2023-03-22,SATB12M,7.837,1.0
2023-03-22,R2048,11.615,24.93908281998631
2023-03-22,ZARGB15,11.518,15.0
2023-03-22,ZARGB30,11.454,30.0
2023-03-22,ZARGB25,11.614,25.0
2023-03-22,ZARGB20,11.666,20.0
2023-03-22,ZARGB2,8.031,2.0
2023-03-22,ZARGB10,10.782,10.0
2023-03-22,ZARGB5,9.014,5.0
2023-03-22,ZARGB3,8.224,3.0
2023-03-21,R214,11.47,17.94387405886379
2023-03-21,SATB12M,7.837,1.0
2023-03-21,R186,8.32,3.753593429158111
2023-03-21,R2030,9.935,6.86652977412731
2023-03-21,R213,10.305,7.942505133470226
2023-03-21,R2032,10.54,9.02943189596167
2023-03-21,R2035,11.15,11.942505133470226
2023-03-21,R209,11.185,13.02943189596167
2023-03-21,R2037,11.43,13.867214236824092
2023-03-21,R2040,11.61,16.865160848733744
2023-03-21,R2044,11.74,20.865160848733744
2023-03-21,ZARGB30,11.438,30.0
2023-03-21,ZARGB2,8.012,2.0
2023-03-21,ZARGB3,8.187,3.0
2023-03-21,ZARGB5,8.965,5.0
2023-03-21,ZARGB10,10.742,10.0
2023-03-21,ZARGB15,11.497,15.0
2023-03-21,ZARGB20,11.659,20.0
2023-03-21,ZARGB25,11.604,25.0
2023-03-21,R2048,11.605,24.94182067077344
2023-03-20,R2032,10.54,9.032169746748805
2023-03-20,R2037,11.43,13.869952087611225
2023-03-20,R209,11.185,13.032169746748805
2023-03-20,R2035,11.15,11.94524298425736
2023-03-20,R214,11.47,17.946611909650922
2023-03-20,R213,10.305,7.945242984257358
2023-03-20,R2030,9.935,6.869267624914442
2023-03-20,R186,8.32,3.756331279945243
2023-03-20,SATB12M,7.837,1.0
2023-03-20,R2040,11.61,16.867898699520875
2023-03-20,ZARGB30,11.438,30.0
